area_sqft,bedrooms,bathrooms,age_years,distance_from_city_km,locality_score,price_lakhs
1398.685661204493,3,3,23,17.96885015061265,7.115966529154155,96.92082788647731
1144.694279531526,3,3,9,9.474016462059794,1.6038435936689086,81.75952081755628
1459.075415240277,3,3,0,1.7969304214360473,6.343352046562911,137.13128225388851
1809.2119425632102,4,3,24,18.995847224733733,7.948286073751193,140.57104301501153
1106.3386501106656,5,2,7,23.901791431714244,8.453914820979348,122.53002848276738
1106.3452172203279,5,3,21,6.383714102539348,2.5347735045439777,99.22462704777215
1831.6851262029566,2,1,15,8.426353036557428,9.076771450703562,141.74590038735403
1506.9738916611636,5,2,12,5.003415792304466,6.90531482662698,142.7229557330591
1012.2102456260192,5,2,2,14.634935021948571,8.936693207386146,144.10109903270128
1417.0240174343858,3,3,2,4.293614168862646,5.367526453991784,138.00775757352392
1014.6329228750151,3,2,23,9.226751614803796,5.8783001058748185,81.64013448028918
1013.7080985718973,2,3,4,17.576818841389443,9.27134449325804,114.43964251388208
1296.7849086264137,1,1,25,14.222841583729036,9.099185890192047,94.6716846161465
434.6879021368809,2,3,10,9.968332826034413,5.033447860321018,58.72155012454305
510.0328669947869,2,2,29,10.796115244284776,3.469713684721136,30.908369675973876
975.0849883036109,4,1,6,14.271716624269123,4.538533911078377,95.90003208523224
794.8675518662305,4,3,20,0.6436858332354519,4.489878956767748,92.81834055049985
1325.6989330381095,2,1,23,2.4234917771134414,3.5818018748451457,82.92044822594129
836.7903697915156,2,1,9,22.090822660193783,3.4172164389966992,56.6587106060785
635.0785194658835,2,2,9,2.4080352327366237,8.749566428317475,117.25300167216841
1786.2595075686218,5,1,19,17.816688107157375,1.6287572861619553,94.36119625312635
1109.6894798053856,4,2,1,23.04093502067179,7.098500638896347,104.31070639244544
1227.0112818751695,2,1,2,7.131748305392412,2.5553804631080705,81.98172459210308
630.1007255146172,3,3,7,9.577040207958099,4.100553040546569,75.63929410379158
982.2469101899269,3,1,10,14.438574443195549,1.5538873072135317,60.20898457888836
1244.3690358839465,5,3,12,22.101869756145327,3.4297627316991584,91.53151123250215
739.6025690310789,5,3,6,23.576686887880296,7.915789640055179,92.55530102437066
1350.2792073382689,1,1,12,18.619299578726068,8.965137920925327,109.64083432010077
959.744524032478,1,3,1,2.6221841409400035,2.9937443671213035,85.10100882149159
1083.3225000826892,1,1,5,16.894276810603845,5.171930553330297,65.15967778426229
959.3173551082413,5,1,8,10.552441185880221,5.232916431434857,104.00075420878957
1940.911273803575,5,3,19,12.032174487531009,8.862177751837608,180.53906865477936
1194.6011101048264,5,3,24,1.7041355634568376,7.8651914758822485,128.39906318365723
776.9156284176399,3,2,1,5.181022413985776,5.617694965312449,97.33926787850123
1529.0179648412757,5,3,17,19.86758338457437,7.03672480424596,117.46613925463168
711.6625400115911,3,2,15,11.621991409672564,8.6261954851843,90.88886452902976
1283.545438001902,1,3,24,7.890724919963147,1.0858505862299044,63.5385414124257
416.1319504480898,1,1,11,9.908467312141475,4.626010279450437,29.874052624656823
668.7255804406278,1,3,6,21.432788076479167,9.165188505493708,76.06682550814767
1278.7444943476494,2,1,6,18.850475926421442,7.662817277595563,103.49925319575121
1495.3866319981641,2,1,16,7.171727230936528,5.885572369006672,106.91336103469429
1268.5473124759883,4,1,12,3.378795085203146,5.7668007433162005,105.769825971642
1153.7406870447037,4,2,10,6.673956430279757,4.12993087843994,105.67936747053352
1079.5585217642845,4,3,5,23.058533050840975,5.6846848027736305,102.48775333252443
608.591203853029,2,1,28,14.748926527319005,6.898448795171079,50.54246924511821
912.0623166421166,2,1,22,13.57026511424718,4.7652673458591375,65.464804661487
1015.744491616085,4,2,26,15.111643192465307,7.427378317529566,88.62322164782532
1622.8488904875662,4,3,13,9.467692510789623,8.751090045343473,154.07338503338585
1337.4473158273845,5,3,5,20.27412199782806,2.3921636336637504,91.88756232039526
494.7839378549064,4,2,5,13.32051310785612,5.0639232053568195,61.85919396071733
1329.6335877579181,5,2,1,3.360323617835491,4.67218082156573,139.28283988682028
1045.9670878334734,3,3,21,3.6620955583120427,7.187183236447553,108.1616034646558
929.2311998776165,2,2,19,13.65304908931415,3.248807187321364,52.01724764231517
1444.6705155363472,4,3,24,23.44597034273556,6.762258234570487,96.72731008251299
1612.3998089983804,2,3,14,8.05462698106687,8.897403175583392,142.69367713525395
1572.5120476464795,2,1,27,21.803758637050848,4.763184398142604,60.51352318742356
864.3129907109446,2,1,16,19.220341871182544,9.19914129981298,87.16754188096084
1076.3150496595142,3,3,28,6.571404851219218,9.938473650401306,120.38731227908383
1332.5053725614257,1,3,7,1.39034833374794,1.9548284495315686,75.76096335783726
1590.2180508489437,4,3,4,2.995257995988377,3.097478691863728,131.35806616322787
1008.3303048618841,1,3,16,18.348101379262285,9.553417763338839,112.10744764663389
1125.7364093344731,1,3,19,5.391908581995844,9.62494917833248,119.25288946735897
757.4660103975887,1,3,0,9.596137552382148,1.8793654784808265,50.22258084241659
721.5173503677318,2,2,21,12.791629567157408,1.1349865033942301,38.86188976423409
1525.0103289576791,5,3,17,18.27397012702899,2.4499002093078004,91.46879687021254
1742.4960114283292,2,2,14,3.274164969848572,9.964115050440235,138.09749944424894
1171.1959513678664,2,2,4,10.455976929297806,2.619996549496182,78.13817943363198
1601.4131591568098,1,3,6,12.384286273996038,5.522928460498209,112.95323754488305
1344.6544100190536,2,3,17,13.750263067302722,8.635759537874598,119.71433254871307
941.9520981579503,1,2,5,20.54983571418281,1.183614496193857,45.43119833367849
1344.5582422033656,5,2,21,4.706115778558814,6.440400840326135,130.6581879071193
1815.2146265863876,4,3,20,20.291870569752245,3.493229039826619,96.38185873487564
1185.6695843560194,1,3,4,17.47552147856798,8.761014247957585,104.26313792830653
1825.8574623256025,5,2,29,14.118834947874504,3.5511503433767126,121.07734106051275
300.0,4,2,18,17.638432824863013,7.18080148253718,66.56501691824687
1528.7610017500895,3,2,9,10.594434604315582,7.067976692026572,126.74563196219336
